helpful,postDate,reviewBody,reviewTitles,special_profile,starRating,type,type_product,username,verifiedPurchase
,"Reviewed in the United States on March 16, 2021","Wanted to add an additional echo dot and bought this one specifically for the purported improved speaker sound. I connect other older dots to separate bluetooth speakers to get decent sound and was looking forward to getting quality sound directly from this unit. Unfortunately, it does NOT perform to expectations. Oh, it ""works"" fine, but provides no appreciable improvement in audio output. So far I've found the more expensive Show models are the only ones that actually produce good solid bass right out of the box.",Looking for great sound? This one fails.,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,AlanS,Verified Purchase
,"Reviewed in the United States on August 17, 2021","I bought this primarily for the integration with amazon music.  Radio stations are weak in my area so I have been listening to Amazon Music on my computer.  The Echo Dot (4th Gen) is much easier and the sound quality is good enough.  I've stopped using my Bose radio.  I've started using some of the other features;  news, weather, and music just by asking.  I also got a couple of smart plugs to control lights, much better than the timers I had hooked up to them.",Great for music.,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,W. D. Modisette,Verified Purchase
2 people found this helpful,"Reviewed in the United States on November 28, 2020","Initial impressions are the gen 4 device doesn't sound better than gen 3 its bulkier the mic doesn't pick up as well, as others have pointed out the Black models comes with a white wall wart and cable.Removing a star as I've had more time to use the new echo every time I connect it to my Bluetooth speaker the same one I used with previous generation echo the 4th gen refuses to listen and has to be unplugged and rebooted",Downgrade,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,David W Smith,Verified Purchase
,"Reviewed in the United States on January 21, 2021","Using this speaker is hit and miss, mostly miss, when along Alexa to steam music or stations, especially from SiriusXM. “I’m having trouble doing that right now” messages, or “ I don’t know how to do that” .I had a third gen echo dot that was having all kinds of issues, so I tried upgrading to the Fourth gen to see if that would take care of it. Same problems. Usually unplugging it from the power source for a few minutes solves it.When it does work the sound is pretty good, comparable to a similar size Bluetooth speaker.",Constant issues when streaming music,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Héctor R.,Verified Purchase
,"Reviewed in the United States on May 15, 2021","I got this item for $20 on discount and I feel like that is a great deal! However from the original echo dot I have I only feel that the sound quality is the only thing there was a major improvement in. I could actually play music off of this and it would sound really good. My only complaint is that the lights are harder to see because they are located at the bottom. Sometimes I think that Alexa is listening when she actually isn't. Also, the mics can sometimes be a hit or miss, either she hears me from another room or doesn't hear me when I'm in front of her and there is some slight background noise.",Great! For the discount.,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Steve,Verified Purchase
,"Reviewed in the United States on February 13, 2022","It works well and voice recognition works well. I use it to voice control devices in my home and it works flawlessly.As a Bluetooth speaker, it does have a very annoying ""feature"", it announces when it starts playing from the cellphone or PC; ""Playing from ...."", very loud, almost screaming. People have been complaining about this issue for years and Amazon shows no interest in at least providing an option to disable this ""feature"".","OK to manage devices, terrible Bluetooth speaker",,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Teodorico Morell,Verified Purchase
3 people found this helpful,"Reviewed in the United States on October 15, 2021",Sound is not that great. I was expecting the bigger one.,Sound is not that great. I also thought I got the bigger one.,,3.0 out of 5 stars,Color: Charcoal,Configuration: with Smart Plug,GRR,Verified Purchase
,"Reviewed in the United States on October 5, 2021",After having the Alexa echo dot for about 6 months it has started sounding like the speaker is cracked. Since there is only a 30 day return policy I guess that I am stuck with a product that doesn't work properly.  Pretty sad that Amazon puts put this kind of unreliable product. I  have bought my last Kindle fire from them as well. Thought my old one was  just outdated but the new one is as slow or slower than the one before. Just wonder how many products they have that are not worth the money?,Quality,,1.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Amazon Customer,Verified Purchase
,"Reviewed in the United States on February 2, 2021",I was never too big on these things because I didn’t think I’d use it much and the things that I would use it for were pretty minor. Those two things are still true but I’m very happy to have it. It is so much more convenient. It is super easy to set up and to use. I bought a smart plug that I use for a lamp that is annoying to turn on and off. We also use it for outdoor lights and to manage our alarm system and thermostat. Super convenient and now I’m looking for more devices to add to it. Great price and makes a perfect gift!,Love it,Top Contributor: Philosophy,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Charlie,Verified Purchase
,"Reviewed in the United States on November 5, 2021","I had this for about a year, I bought it for my living room and my brothers room. It worked both did up until June then it stopped working with my Wi-Fi. I called several times and then when I got someone to help me, she said it could not be replaced I had to buy 2 to get a refund. I don’t understand, plus told me to make a separate Wi-Fi just for them idk what they think I am an IT expert but I have one in my room works just fine these not so much. So disappointed .",Could be easier,,2.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Sara,Verified Purchase
